model.name,model.id,firm.id,cdid,id,price,mpd,air,mpg,space,hpwt,trend,share,outshr,y
CVCITA,136,19,12,2102,-4.612196722128747,1.9359567901234567,0,2.6,1.2212999999999998,0.3735990037359901,11,0.002225768011630401,0.9188706832860649,1.5273442316666461
CVMALI,142,19,12,2104,-3.3292951677246023,1.4891975308641974,0,2,1.4088999999999998,0.35587188612099646,11,0.0013195738697299746,0.9188706832860649,1.0045510603573504
CVCLBR,137,19,12,2107,-2.991471333527709,1.861496913580247,0,2.5,1.3040999999999998,0.3291880029261156,11,0.0012072618508544054,0.9188706832860649,0.9155970639686242
CVCAMA,130,19,12,2110,-3.7251500900043943,1.4891975308641974,0,2,1.3723999999999998,0.31765805045157275,11,0.002178888915369766,0.9188706832860649,1.5060572768661515
CVMNTC,143,19,12,2112,-3.287844390522528,1.4891975308641974,0,2,1.4471999999999998,0.3448275862068966,11,0.0011791749088395816,0.9188706832860649,0.8920571659461682
CVCORV,139,19,12,2120,7.19194835559146,1.1168981481481481,1,1.5,1.2833999999999999,0.6188118811881188,11,2.6784480087704664e-4,0.9188706832860649,-0.5901053655794684
CRLEBA,119,16,12,2121,-3.2235956858593156,1.787037037037037,0,2.4,1.242,0.3421588594704684,11,0.0010554946495388356,0.9188706832860649,0.7812517210093786
CRCORD,107,16,12,2123,-3.2039065666883317,1.2658179012345678,0,1.7,1.5402999999999998,0.2714932126696833,11,1.88612693343502e-4,0.9188706832860649,-0.9408174062189794
CRNEWY,122,16,12,2125,0.42200016906296334,1.2658179012345678,1,1.7,1.5524999999999998,0.25641025641025644,11,7.488739007126004e-4,0.9188706832860649,0.43805753534319436
CRIMPE,115,16,12,2127,9.987803277871254,1.1168981481481481,1,1.5,1.5622,0.32953105196451205,11,3.099454229128435e-5,0.9188706832860649,-2.7467019432756423
DGCOLT,159,16,12,2128,-5.844321074460352,2.829475308641975,0,3.8,0.9891000000000001,0.37135278514588854,11,4.424438141995758e-4,0.9188706832860649,-0.0881995943155287
DGOMNI,170,16,12,2129,-6.062973924201286,2.6060956790123457,0,3.5,1.0758,0.29857819905213273,11,4.766796158154389e-4,0.9188706832860649,-0.013668476878178737
DGARIE,154,16,12,2131,-4.891989468242737,1.787037037037037,0,2.4,1.2144,0.3636363636363636,11,0.0013474582330370124,0.9188706832860649,1.0254622292704632
DG400 ,152,16,12,2133,-3.3292951677246023,1.787037037037037,0,2.4,1.2558,0.34667767230705737,11,3.44931957386973e-4,0.9188706832860649,-0.3371659045267439
DGCHLN,157,16,12,2134,-3.4267044941494706,1.6381172839506175,0,2.2,1.1880000000000002,0.3376146788990826,11,1.6711551752901643e-4,0.9188706832860649,-1.061827782123224
DGDIPL,164,16,12,2135,-3.7303314371546534,1.2658179012345678,0,1.7,1.545,0.2748091603053435,11,2.9631306751829166e-4,0.9188706832860649,-0.4890965212114118
DGMIRA,168,16,12,2137,-2.829813302439627,1.3402777777777777,0,1.8,1.533,0.2723146747352496,11,8.718034271550799e-5,0.9188706832860649,-1.7125341992135379
FDESCO,213,18,12,2139,-5.887844390522529,2.0848765432098766,0,2.8,1.0824,0.3374870197300104,11,0.004023773207178436,0.9188706832860649,2.1194622730047605
FDEXP ,214,18,12,2141,-4.106497240263462,2.159336419753086,0,2.9,1.1286,0.31753786028334147,11,4.6498963273671916e-4,0.9188706832860649,-0.03849796699244301
FDFRMO,217,18,12,2143,-4.823595685859316,1.6381172839506175,0,2.2,1.3916,0.3250831178426302,11,0.0016570461641125863,0.9188706832860649,1.2322787999529474
FDMUST,228,18,12,2144,-5.186289986377451,1.6381172839506175,0,2.2,1.2240000000000002,0.350457984866587,11,0.0014243189780500012,0.9188706832860649,1.0809359911855454
FDGRNA,221,18,12,2147,-4.195616411247917,1.6381172839506175,0,2.2,1.3986999999999998,0.32532347504621073,11,0.0011313663338020448,0.9188706832860649,0.850668249095512
FDLTD ,222,18,12,2150,-3.1479480174655343,1.2658179012345678,0,1.7,1.6380000000000001,0.34071550255536626,11,0.0018195500369408233,0.9188706832860649,1.3258314399123563
FDTHNB,235,18,12,2152,-2.9614195200562072,1.3402777777777777,0,1.8,1.5074999999999998,0.29333333333333333,11,5.074596630043614e-4,0.9188706832860649,0.04890414885088745
LCTWNC,282,18,12,2154,4.922518303777988,1.191358024691358,1,1.6,1.7301,0.3302845528455285,11,5.068876760647298e-4,0.9188706832860649,0.04777635568137395
LCMARK,278,18,12,2155,8.885212604296122,1.191358024691358,1,1.6,1.7301,0.3269617706237425,11,3.327057365523487e-4,0.9188706832860649,-0.37325465184798556
LCCONT,277,18,12,2156,10.313191878907524,1.3402777777777777,1,1.8,1.4948,0.3701594533029613,11,2.6944159775018473e-4,0.9188706832860649,-0.5841614162127158
MCLYNX,326,18,12,2157,-5.845357343890405,2.0848765432098766,0,2.8,1.0824,0.3378378378378379,11,0.0011434853070854882,0.9188706832860649,0.8613230871662845
MCLN7 ,325,18,12,2159,-3.6919894682427365,2.159336419753086,0,2.9,1.1286,0.31568722680913064,11,1.5618818370313878e-4,0.9188706832860649,-1.1294514911047493
MCZEPH,336,18,12,2160,-5.1178962039940314,1.6381172839506175,0,2.2,1.3916,0.3346007604562738,11,5.048142234085655e-4,0.9188706832860649,0.043677410013067686
MCCAPR,318,18,12,2162,-4.807015374978487,1.6381172839506175,0,2.2,1.26,0.3445575567736884,11,3.727448223265569e-4,0.9188706832860649,-0.2596190140650467
MCCOUG,321,18,12,2165,-3.3075335096935135,1.3402777777777777,0,1.8,1.3986999999999998,0.2953020134228188,11,4.865344741295074e-4,0.9188706832860649,0.006794683494150355
MCMARQ,327,18,12,2169,-2.772818483786777,1.2658179012345678,0,1.7,1.6614,0.32137118371719336,11,0.0010485593078958032,0.9188706832860649,0.7746593361175966
ODFREN,379,19,12,2171,-4.043284805030301,2.010416666666667,0,2.7,1.0912,0.37526652452025583,11,3.37007554994161e-4,0.9188706832860649,-0.360407728660034
ODOMEG,380,19,12,2172,-3.912714856843772,1.9359567901234567,0,2.6,1.281,0.3546099290780142,11,8.626516361209753e-4,0.9188706832860649,0.5794978663066752
ODCTLC,374,19,12,2178,-2.438103457880043,1.861496913580247,0,2.5,1.323,0.34668721109399075,11,0.0013509259038585286,0.9188706832860649,1.0280324139102337
ODDELT,377,19,12,2180,-2.8463936133204566,1.3402777777777777,0,1.8,1.6863,0.30924936744447573,11,0.0021549488786672707,0.9188706832860649,1.4950092029189035
OD98  ,370,19,12,2183,0.978476853000787,1.2658179012345678,1,1.7,1.7094000000000003,0.32535137948984905,11,0.0010632164732238614,0.9188706832860649,0.7885409241404773
ODTORN,385,19,12,2185,3.225108977353118,1.2658179012345678,1,1.7,1.4832,0.33829499323410017,11,4.0947115040873235e-4,0.9188706832860649,-0.16564662710238132
PLHORI,413,16,12,2188,-6.062973924201286,2.6060956790123457,0,3.5,1.0758,0.29857819905213273,11,5.589623203603517e-4,0.9188706832860649,0.1455689883041904
PLRELI,416,16,12,2190,-4.891989468242737,1.787037037037037,0,2.4,1.2144,0.3636363636363636,11,0.0017488739007126004,0.9188706832860649,1.2862142973435375
PLSAPO,417,16,12,2192,-3.4267044941494706,1.6381172839506175,0,2.2,1.1880000000000002,0.36697247706422015,11,1.5572344431468815e-4,0.9188706832860649,-1.1324314360033334
PLGRNF,412,16,12,2193,-3.7303314371546534,1.2658179012345678,0,1.7,1.545,0.2748091603053435,11,2.17533782978622e-4,0.9188706832860649,-0.7981589146345573
PTT100,465,19,12,2195,-5.600797758398176,2.159336419753086,0,2.9,1.023,0.3098188751191611,11,6.107986367644606e-4,0.9188706832860649,0.2342542643152825
PTJ200,458,19,12,2196,-4.60908791383859,1.9359567901234567,0,2.6,1.1440000000000001,0.3739906502337441,11,6.798064777520914e-4,0.9188706832860649,0.34129508898384575
PTPHOE,462,19,12,2197,-4.544839209175378,1.9359567901234567,0,2.6,1.26,0.3800675675675676,11,5.901832741485736e-4,0.9188706832860649,0.19992004567168475
PT6000,446,19,12,2199,-2.5489842868955854,1.861496913580247,0,2.5,1.292,0.3394945303658997,11,6.628375318763556e-4,0.9188706832860649,0.31601683305455985
PTFIRB,452,19,12,2201,-3.346911748035481,1.5636574074074074,0,2.1,1.4327999999999999,0.39395005276116785,11,1.432469791939751e-4,0.9188706832860649,-1.2159428094200404
PTBNNV,448,19,12,2203,-2.9251500900043936,1.4891975308641974,0,2,1.4327999999999999,0.3434280362160475,11,9.084225076860745e-4,0.9188706832860649,0.6311965100684631
PTGRNP,457,19,12,2204,-3.1261863594344472,1.4891975308641974,0,2,1.4746,0.3409795412275264,11,9.961867537357897e-4,0.9188706832860649,0.7234216666173525
ARSPID,35,20,12,2422,3.772259236420476,1.6381172839506175,0,2.2,1.0985,0.45133437990580844,11,2.6132653304416217e-5,0.9188706832860649,-2.9173274603064066
AD5000,8,7,12,2424,2.818891360772808,1.4147376543209875,0,1.9,1.3299999999999998,0.4954268292682927,11,2.9617007078338377e-4,0.9188706832860649,-0.489579224358355
AD4000,7,7,12,2426,-0.5023521625432554,2.0848765432098766,0,2.8,1.1859000000000002,0.3485633537447009,11,1.928906789961629e-4,0.9188706832860649,-0.9183894787903348
BW320i,58,8,12,2428,2.010601205332394,1.861496913580247,1,2.5,1.1392,0.404,11,4.344836626230368e-4,0.9188706832860649,-0.10635473355015357
BW528e,67,8,12,2429,12.409564935902342,1.6381172839506175,1,2.2,1.2663,0.40878378378378377,11,1.2559879882742677e-4,0.9188706832860649,-1.3474203866289418
BW633c,73,8,12,2430,26.575368044710636,1.4147376543209875,1,1.9,1.3192000000000002,0.5419161676646707,11,1.8053337782120642e-05,0.9188706832860649,-3.2871824907808254
BW733i,78,8,12,2431,22.761896542119956,1.4147376543209875,1,1.9,1.4058,0.5261627906976745,11,4.6187945375247266e-5,0.9188706832860649,-2.3477942357136374
DT210 ,177,2,12,2432,-6.788362525237555,2.2337962962962963,0,3,1.0521,0.34192530247238295,11,0.002283514859744036,0.9188706832860649,1.5529580629045734
DT310 ,179,2,12,2433,-5.86608273249144,2.382716049382716,0,3.2,1.0304,0.3357438016528926,11,5.336042327033532e-4,0.9188706832860649,0.0991413497811573
DTSTAN,203,2,12,2434,-4.508569779123565,2.2337962962962963,0,3,1.1484,0.4074074074074074,11,7.053790605114517e-4,0.9188706832860649,0.37822225566005674
DT200S,176,2,12,2435,-3.741730400885224,1.9359567901234567,0,2.6,1.1859000000000002,0.39596273291925466,11,5.786482041993375e-4,0.9188706832860649,0.18018162371632052
DT280Z,178,2,12,2436,7.201274780461926,1.4891975308641974,0,2,1.2194,0.5986032590621883,11,6.823327534021306e-4,0.9188706832860649,0.34500436992781225
DT810M,183,2,12,2437,-0.31167858741372,1.6381172839506175,1,2.2,1.2342000000000002,0.4294917680744452,11,6.45856669606044e-4,0.9188706832860649,0.29006452834873553
FTX119,248,17,12,2438,-0.46608273249144005,1.9359567901234567,0,2.6,0.9734,0.35211267605633806,11,2.811077480397531e-5,0.9188706832860649,-2.8443601293166196
FTSPID,245,17,12,2439,0.9743317752805805,1.861496913580247,0,2.5,1.0432,0.5084745762711864,11,5.7484687432970276e-5,0.9188706832860649,-2.1289944703172736
HD1300,253,3,12,2440,-6.788362525237555,2.6060956790123457,0,3.5,0.9387,0.36470588235294116,11,0.0015785528730427323,0.9188706832860649,1.1837507260465294
HDACCO,256,3,12,2443,-3.2173780692790057,2.0848765432098766,0,2.8,1.079,0.3623188405797102,11,0.0023299411330107963,0.9188706832860649,1.5730852042969454
HDPREL,260,3,12,2444,-3.4764454267919582,2.0848765432098766,0,2.8,1.0530000000000002,0.3647859922178988,11,4.5129769536928903e-4,0.9188706832860649,-0.06838587697052834
MZGLC ,351,4,12,2445,-5.289916929382633,2.5316358024691357,0,3.4,1.0855,0.351421188630491,11,6.510998832193332e-4,0.9188706832860649,0.29814998374236
MZ626 ,348,4,12,2447,-4.253647499330819,2.010416666666667,0,2.7,1.1658000000000002,0.30947775628626695,11,7.162944779427536e-4,0.9188706832860649,0.3935782873089142
MB240D,297,9,12,2448,12.23650794108369,2.0848765432098766,1,2.8,1.3560999999999999,0.2218543046357616,11,1.6063299887985892e-4,0.9188706832860649,-1.1013908242579973
MB300S,310,9,12,2449,26.404383588752083,2.010416666666667,1,2.7,1.4615999999999998,0.3287671232876712,11,4.596272551776734e-4,0.9188706832860649,-0.05009723097193497
MB380S,312,9,12,2451,36.35567892553964,1.2658179012345678,1,1.7,1.5048,0.4258241758241758,11,4.398341237875068e-5,0.9188706832860649,-2.3967005056942963
MB380S,312,9,12,2452,31.485212604296123,1.2658179012345678,1,1.7,1.2993,0.4287690179806362,11,1.001215472246717e-4,0.9188706832860649,-1.574128156994968
PG504S,395,14,12,2454,0.5701866975603735,2.0848765432098766,0,2.8,1.3065,0.20821114369501464,11,1.574394051335828e-4,0.9188706832860649,-1.121472422213614
PG604T,400,14,12,2455,8.544279961809078,2.010416666666667,0,2.7,1.351,0.2285714285714286,11,9.91444028694678e-6,0.9188706832860649,-3.886520767903086
PS924T,433,12,12,2458,10.518373226057783,1.4891975308641974,1,2,1.1457,0.5754857997010463,11,1.6381467623155938e-4,0.9188706832860649,-1.0817773112528748
RNFUEG,468,24,12,2460,-2.958310711766053,1.787037037037037,0,2.4,1.1859000000000002,0.34468263976460695,11,1.1766248004003908e-4,0.9188706832860649,-1.412692889905486
RN18i ,467,24,12,2461,-4.095098276532892,2.159336419753086,0,2.9,1.2194,0.36267138434321095,11,9.00760265973927e-5,0.9188706832860649,-1.6798590234321171
RNLECA,470,24,12,2462,-5.963492058916311,2.159336419753086,0,2.9,0.9438,0.2802197802197802,11,2.396029457327391e-4,0.9188706832860649,-0.7015299165986466
SA900 ,475,11,12,2463,-0.6733366185018035,1.5636574074074074,0,2.1,1.2596,0.4182509505703423,11,1.0157534736290189e-4,0.9188706832860649,-1.5597122155057868
SBSTD ,492,5,12,2464,-5.430849571869679,2.382716049382716,0,3.2,1.105,0.3247058823529412,11,0.001709120808408208,0.9188706832860649,1.2632212930066382
TYSTRL,515,1,12,2465,-5.981108639227193,2.7550154320987654,0,3.7,0.9179999999999999,0.33642691415313225,11,2.304511546986344e-4,0.9188706832860649,-0.7404741473619953
TYCRLA,505,1,12,2466,-5.400797758398176,2.0848765432098766,0,2.8,1.0816,0.3246753246753247,11,0.002087871493600896,0.9188706832860649,1.4633873247568392
TYTERC,517,1,12,2467,-6.582144908657244,2.5316358024691357,0,3.4,1.0044,0.3263157894736842,11,0.0016193903572535094,0.9188706832860649,1.2092919575748535
TYCELI,499,1,12,2468,-4.342766670315275,1.861496913580247,0,2.5,1.1682000000000001,0.36965729688101656,11,0.0013786076884577802,0.9188706832860649,1.048316270298641
TYSUPR,516,1,12,2469,2.3297721897883505,1.5636574074074074,1,2.1,1.2328000000000001,0.4945429740791269,11,0.00040570556972282465,0.9188706832860649,-0.1748853783497779
TYCRSS,509,1,12,2471,0.9318447286484552,1.6381172839506175,1,2.2,1.2462000000000002,0.4054526389374344,11,4.463881408041183e-4,0.9188706832860649,-0.07932423272621403
VWJETT,545,7,12,2472,-2.8546837687608715,2.0848765432098766,0,2.8,1.0752,0.36981509245377314,11,2.4195047546414356e-4,0.9188706832860649,-0.6917800187701264
VWQUNT,548,7,12,2473,-0.2899169293826329,2.0848765432098766,0,2.8,1.2328000000000001,0.34579439252336447,11,1.4411687599799806e-4,0.9188706832860649,-1.2098884678911368
VWSCRC,551,7,12,2474,-1.2432848050303011,2.0848765432098766,0,2.8,1.0624,0.38282462493533365,11,1.5761815105221763e-4,0.9188706832860649,-1.1203377346982482
VWRABB,549,7,12,2475,-4.688880659952581,2.2337962962962963,0,3,0.9984000000000001,0.38642297650130547,11,1.0705688886770419e-4,0.9188706832860649,-1.5071527123060164
VVDLGL,533,6,12,2477,-1.6215231469992126,1.787037037037037,0,2.4,1.3124,0.4411253907606808,11,6.071998856026121e-4,0.9188706832860649,0.22834496053850017
VVGLE ,536,6,12,2478,5.223036438493015,1.712577160493827,0,2.3,1.3124,0.420032310177706,11,3.3306322838961845e-5,0.9188706832860649,-2.674765823135095
AMSPIR,28,15,13,2205,-5.742343214835325,1.6854149879129732,0,2.1,1.2096,0.3202846975088968,12,5.206941024739126e-5,0.9084779692812756,-2.216560676311488
AMCONC,19,15,13,2206,-5.0104155039919505,1.6854149879129732,0,2.1,1.332,0.30991735537190085,12,1.349865165904561e-4,0.9084779692812756,-1.263963420929926
AMALIN,16,15,13,2208,-6.1439496405381355,2.4879935535858175,0,3.1,1.066,0.2879177377892031,12,0.001477406495485989,0.9084779692812756,1.1289051443779812
AMEGL-,21,15,13,2209,-4.033507873469863,1.9261885576148265,0,2.4,1.2045,0.2636783124588003,12,3.658928362058858e-4,0.9084779692812756,-0.26679782399636753
BKSKYH,52,19,13,2215,-4.566640403590344,2.0867042707493955,0,2.6,1.0912,0.3630223723089911,12,8.558799390315395e-4,0.9084779692812756,0.5829917908913531
BKSKYL,53,19,13,2217,-4.0124235361204645,2.1669621273166797,0,2.7,1.274,0.36101083032490977,12,0.0012048657521397585,0.9084779692812756,0.92498511343309
BKCENT,38,19,13,2219,-2.7232669096144413,1.9261885576148265,0,2.4,1.292,0.33809166040571004,12,0.0017619885097901278,0.9084779692812756,1.3050599680843158
BKREGA,49,19,13,2221,-2.445154459815244,1.6854149879129732,0,2.1,1.4471999999999998,0.35043007327174264,12,8.895415640755071e-4,0.9084779692812756,0.6215679162014416
BKLSAB,45,19,13,2223,-2.3296926124256867,1.5248992747784043,0,1.9,1.7082,0.31536697247706424,12,0.0017769375073279398,0.9084779692812756,1.3135083427498673
BKELCT,41,19,13,2226,0.8751266646827478,1.4446414182111198,1,1.8,1.6872000000000003,0.3374730021598272,12,9.392191347168484e-4,0.9084779692812756,0.67591050501456
BKRIVE,50,19,13,2229,3.5377772670923857,1.3643835616438356,1,1.7,1.5110999999999999,0.3463563313937379,12,6.254660569820613e-4,0.9084779692812756,0.26935874574560437
CDCIMM,88,19,13,2231,0.5026367048433915,1.845930701047542,1,2.3,1.131,0.3334596438044714,12,2.2497361941610974e-4,0.9084779692812756,-0.7531551689816354
CDSEVI,93,19,13,2232,9.764684897614472,1.3643835616438356,1,1.7,1.4554999999999998,0.3511966701352758,12,3.930355258529722e-4,0.9084779692812756,-0.19523831291638594
CDDEVI,89,19,13,2233,4.745608592393591,1.3643835616438356,1,1.7,1.6796,0.33809166040571004,12,0.0020635830695274943,0.9084779692812756,1.463060787725972
CDELDR,91,19,13,2234,7.6502270662891725,1.3643835616438356,1,1.7,1.4554999999999998,0.3601921024546425,12,8.397701958025559e-4,0.9084779692812756,0.5639899607104022
CVCHEV,135,19,13,2238,-6.407001849373477,2.4077356970185333,0,3,1.023,0.3098188751191611,12,0.0020958963536170713,0.9084779692812756,1.4785982773355126
CVCAVL,133,19,13,2239,-5.7383271505782965,2.0867042707493955,0,2.6,1.1418000000000001,0.3662089055347482,12,0.0030413530308359715,0.9084779692812756,1.8509194540436669
CVCITA,136,19,13,2241,-4.7995721304979755,2.1669621273166797,0,2.7,1.2212999999999998,0.3663878932696137,12,0.0010831164263102357,0.9084779692812756,0.8184594274685528
CVMALI,142,19,13,2243,-3.644953656602393,1.6051571313456887,0,2,1.4088999999999998,0.34385745545482965,12,9.983350920389261e-4,0.9084779692812756,0.7369506662489789
CVCLBR,137,19,13,2247,-3.5194516485702643,1.9261885576148265,0,2.4,1.2852000000000001,0.336996336996337,12,0.00211779810059796,0.9084779692812756,1.4889938788483024
CVCAMA,130,19,13,2249,-3.5425440180481758,1.6051571313456887,0,2,1.3536,0.36160865157147687,12,0.0020901160745691173,0.9084779692812756,1.4758365642154514
CVMNTC,143,19,13,2251,-3.175074138530105,1.6051571313456887,0,2,1.4471999999999998,0.34161490683229817,12,0.001240438503927776,0.9084779692812756,0.9540819110132013
CRLEBA,119,16,13,2258,-2.9361183152369303,2.247219983883964,0,2.8,1.242,0.3713947056499407,12,9.415992496189471e-4,0.9084779692812756,0.6784414417519233
CRECLA,112,16,13,2260,-2.3829054638313085,2.0064464141821112,0,2.5,1.2972,0.3639179248935346,12,4.1368272951107987e-4,0.9084779692812756,-0.14403899108444307
CRCORD,107,16,13,2261,-2.14294562447388,1.4446414182111198,0,1.8,1.5402999999999998,0.25959042399769255,12,1.2065892836205885e-4,0.9084779692812756,-1.3761705257674972
CRNEWY,122,16,13,2263,-0.7674436164417493,2.0064464141821112,0,2.5,1.2648000000000001,0.3643410852713178,12,0.0014517528432407081,0.9084779692812756,1.1113886454696331
CRIMPE,115,16,13,2266,7.001632688779136,1.284125705076551,1,1.6,1.5622,0.34834535954217466,12,1.4503458787665612e-5,0.9084779692812756,-3.494751159211102
DGCOLT,159,16,13,2267,-6.1921424116224735,3.1300564061240927,0,3.9,1.0143,0.3395225464190981,12,4.591159573220776e-4,0.9084779692812756,-0.03983550878637132
DGOMNI,170,16,13,2268,-5.896961688730906,2.728767123287671,0,3.4,1.089,0.296225513616818,12,5.915230390432642e-4,0.9084779692812756,0.21356231558726968
DGCHAR,156,16,13,2269,-5.3568010461606255,2.3274778404512486,0,2.9,1.1658000000000002,0.43258168430740906,12,5.390432641575799e-4,0.9084779692812756,0.1206575178689322
DGARIE,154,16,13,2270,-5.016439600377493,2.3274778404512486,0,2.9,1.2144,0.415377817057004,12,0.0013999296517762927,0.9084779692812756,1.075038948337049
DGCHLN,157,16,13,2272,-3.3869215280883367,1.9261885576148265,0,2.4,1.1880000000000002,0.38211692777990064,12,1.6442724821198265e-4,0.9084779692812756,-1.066670105002519
DG400 ,152,16,13,2273,-3.237323134514039,2.247219983883964,0,2.8,1.2558,0.378726833199033,12,3.3524446007738304e-4,0.9084779692812756,-0.35427831999785475
DG600 ,153,16,13,2274,-2.8849134959598235,2.0064464141821112,0,2.5,1.2833999999999999,0.37242472266244053,12,3.972564192754133e-4,0.9084779692812756,-0.18455635270269788
DGDIPL,164,16,13,2275,-3.48029502206424,1.5248992747784043,0,1.9,1.545,0.27100271002710025,12,2.6378238949466526e-4,0.9084779692812756,-0.5940138362508183
DGMIRA,168,16,13,2277,-2.7142307650361275,1.5248992747784043,0,1.9,1.533,0.2719033232628399,12,5.1788017352561844e-5,0.9084779692812756,-2.2219795200070624
FDESCO,213,18,13,2279,-6.099772933710827,2.6485092667203864,0,3.3,1.0824,0.3472222222222222,12,0.0038261578145151838,0.9084779692812756,2.080478079789967
FDEXP ,214,18,13,2281,-5.309612291140545,2.247219983883964,0,2.8,1.1286,0.3246753246753246,12,2.294993551412827e-4,0.9084779692812756,-0.733238097617825
FDFRMO,217,18,13,2282,-5.611821126481911,1.6854149879129732,0,2.1,1.3916,0.33295063145809417,12,4.399226169539219e-4,0.9084779692812756,-0.08253947638657344
FDMUST,228,18,13,2284,-4.292544018048176,1.7656728444802579,0,2.2,1.26,0.3170553935860058,12,0.0013715089693985228,0.9084779692812756,1.054528532929508
FDLTD ,222,18,13,2287,-3.9531865883293005,1.6854149879129732,0,2.1,1.3986999999999998,0.3032415475775531,12,0.0033450697619885096,0.9084779692812756,1.9461045106742283
FDTHNB,235,18,13,2292,-2.5274837770843206,1.6854149879129732,0,2.1,1.4256,0.39011703511053314,12,0.001579434869269551,0.9084779692812756,1.195684067089024
LCTWNC,282,18,13,2294,5.229544335365478,1.3643835616438356,1,1.7,1.7301,0.32003938946331856,12,6.990971977957557e-4,0.9084779692812756,0.38065146793488225
LCMARK,278,18,13,2295,8.548821443799213,1.3643835616438356,1,1.7,1.7064000000000001,0.32467532467532473,12,3.3130495954977133e-4,0.9084779692812756,-0.3660990381126634
LCCONT,277,18,13,2296,9.30785758837753,1.3643835616438356,1,1.7,1.4948,0.34955633234740524,12,1.6052292179622466e-4,0.9084779692812756,-1.0907015699698341
MCLYNX,326,18,13,2297,-5.987323134514039,2.6485092667203864,0,3.3,1.0824,0.36420395421436,12,9.247977488568414e-4,0.9084779692812756,0.6604367464479868
MCLN7 ,325,18,13,2299,-4.333708676682714,2.247219983883964,0,2.8,1.1286,0.33718689788053946,12,5.5035760347051235e-5,0.9084779692812756,-2.1611551551926205
MCZEPH,336,18,13,2300,-5.190134379493959,1.6854149879129732,0,2.1,1.3916,0.33079847908745247,12,1.3580724586704184e-4,0.9084779692812756,-1.2579017466712443
MCCAPR,318,18,13,2302,-4.576680564232914,1.7656728444802579,0,2.2,1.26,0.33603707995365006,12,2.662445773244226e-4,0.9084779692812756,-0.5847229673129721
MCCOUG,321,18,13,2305,-2.202182572265043,1.6854149879129732,0,2.1,1.4256,0.2988663689453796,12,0.0010309883925430884,0.9084779692812756,0.7691349082358983
MCMARQ,327,18,13,2307,-3.8367207248754847,2.0867042707493955,0,2.6,1.3986999999999998,0.31578947368421056,12,7.642631023566655e-4,0.9084779692812756,0.46977378742294285
MCGRDM,323,18,13,2310,-1.000375343349381,1.3643835616438356,0,1.7,1.6264,0.3456527519276788,12,0.0011332981592214798,0.9084779692812756,0.8637490682008986
ODFREN,379,19,13,2312,-4.63892956021685,2.0867042707493955,0,2.6,1.1505,0.3639371381306865,12,5.247156759291828e-4,0.9084779692812756,0.09371822895853654
ODOMEG,380,19,13,2314,-4.054592210819259,2.1669621273166797,0,2.7,1.281,0.3632056849585472,12,5.841013014421386e-4,0.9084779692812756,0.20093611188649607
ODCTLC,374,19,13,2320,-2.833708676682715,1.9261885576148265,0,2.4,1.323,0.33898305084745767,12,0.0022478602415289014,0.9084779692812756,1.5485957216699777
ODDELT,377,19,13,2322,-2.640937592345365,1.5248992747784043,0,1.9,1.6863,0.3068340306834031,12,0.0026822605229217963,0.9084779692812756,1.7252768794062394
OD98  ,370,19,13,2325,1.4112712429960013,1.4446414182111198,1,1.8,1.7094000000000003,0.32175032175032175,12,0.0014014304138820495,0.9084779692812756,1.0761104009273312
ODTORN,385,19,13,2327,3.551833491991985,1.3643835616438356,1,1.7,1.4832,0.37604082728982,12,4.899871028256537e-4,0.9084779692812756,0.02524075272173132
PLCOLT,408,16,13,2329,-6.1921424116224735,3.1300564061240927,0,3.9,1.0143,0.32803690415171705,12,4.046547074686364e-4,0.9084779692812756,-0.16610418796559578
PLHORI,413,16,13,2330,-5.896961688730906,2.728767123287671,0,3.4,1.089,0.2850574712643678,12,6.655293703833978e-4,0.9084779692812756,0.33144445239628073
PLTURI,420,16,13,2331,-5.3568010461606255,2.728767123287671,0,3.4,1.1658000000000002,0.2785265049415993,12,4.279165201078673e-4,0.9084779692812756,-0.11021018719175846
PLRELI,416,16,13,2332,-5.016439600377493,2.3274778404512486,0,2.9,1.2144,0.40464916056823075,12,0.001843674522218314,0.9084779692812756,1.3503775648756813
PLSAPO,417,16,13,2334,-3.3869215280883367,1.9261885576148265,0,2.4,1.1880000000000002,0.36724201248622845,12,1.3566654941962717e-4,0.9084779692812756,-1.258938284727252
PLGRNF,412,16,13,2335,-3.48029502206424,1.5248992747784043,0,1.9,1.545,0.26377491207502934,12,1.7705475436745222e-4,0.9084779692812756,-0.9926792858278013
PTT100,465,19,13,2337,-5.9531865883293005,2.4077356970185333,0,3,1.023,0.3033131124591694,12,4.0066830812521986e-4,0.9084779692812756,-0.17600439403556756
PT2000,445,19,13,2338,-5.113829158610425,2.4879935535858175,0,3.1,1.2144,0.3482587064676617,12,0.001035443780044554,0.9084779692812756,0.7734470695199347
PTPHOE,462,19,13,2340,-4.64595767266665,2.1669621273166797,0,2.7,1.288,0.3555906756222837,12,2.856372376597491e-4,0.9084779692812756,-0.5144157113436858
PT6000,446,19,13,2342,-3.158005865437733,2.0064464141821112,0,2.5,1.3040999999999998,0.3312476996687523,12,0.0010846875366396997,0.9084779692812756,0.8199089225625711
PTFIRB,452,19,13,2344,-3.178086186722874,1.6051571313456887,0,2,1.387,0.37931034482758624,12,0.0010643334505803727,0.9084779692812756,0.8009656969341696
